id,title,content,url,published_date,scrapped_date,domain
0,জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট কি? কেন করবেন? কোথায় করবেন?,"রোগ কখনও বলে কয়ে আসে না- এই কথাটা যে আসলে ঠিক নয়, তাই প্রমান করেছেন বর্তমান সময়ের জেনেটিক বিজ্ঞানীরা। বিভিন্ন গবেষণায় দেখা গেছে যে মানবদেহে যেকোনো জটিল ধরণের রোগ হওয়ার অনেক আগে থেকেই জিনগত মিউটেশন দেখা যায়। এই ক্ষেত্রে যথাযথ ব্যবস্থা গ্রহণের মাধ্যমে সম্ভাব্য রোগ এড়ানো সম্ভব হয়! সমস্ত বিশ্বব্যাপী এখন তাই জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট এর গুরুত্ব বাড়ছে। এই জেনেরিক রিস্ক অ্যাসেসমেন্ট টেস্টের মাধ্যমে যে কাউকে তার স্বাস্থ্যের বিভিন্ন অবস্থা, জিনগত প্রি-ডিসপোজিশন, কেমিক্যালের প্রতি স্বাস্থ্যের প্রতিক্রিয়া ইত্যাদি সম্পর্কে অবগত করা যায়।",http://www.neurogenbd.com/2018/02/26/genetic-risk-assessment-test/,"['February 26, 2018']",2020-09-21,www.neurogenbd.com
1,জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট কি? কেন করবেন? কোথায় করবেন?,"উন্নত বিশ্বের দেশগুলোতে ইতিমধ্যে জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট নিয়ে সচেতনতা বৃদ্ধি পাচ্ছে। এখন মানুষ আগের থেকে অনেক বেশী স্বাস্থ্যসচেতন, তাই আগের থেকে “জেনেটিক রিস্ক অ্যাসেসমেন্ট” জনপ্রিয়তাও বেড়েছে অনেক বেশী। এই টেস্টের দ্বারা যেকোনো রোগ হওয়ার পূর্বেই জেনেটিক রিস্ক ফ্যাক্টর সনাক্ত করে রোগ এড়ানো সম্ভব হচ্ছে। ফলে সেসব দেশে বিভিন্ন প্রাণঘাতী রোগে আক্রান্ত হওয়ার হার ধীরে ধীরে কমে আসছে। কিন্তু আমাদের দেশ এদিক দিয়ে অনেকখানি পিছিয়ে আছে। তবে আশার কথা হচ্ছে- বাংলাদেশে প্রথমবারের মত নিউরোজেন এই টেস্ট নিয়ে এসেছে। একটিমাত্র এই টেস্ট করলেই আপনি জানতে পারছেন আপনার ভবিষ্যতে কার্ডিয়াক অ্যারেস্ট, হৃদরোগ, ক্যান্সার, অটিজম, নিউরোসংক্রান্ত রোগব্যাধিসহ প্রায় ২৪,০০০ রোগের একটিও হবার সম্ভাবনা কতটুকু।",http://www.neurogenbd.com/2018/02/26/genetic-risk-assessment-test/,"['February 26, 2018']",2020-09-21,www.neurogenbd.com
2,জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট কি? কেন করবেন? কোথায় করবেন?,চলুন বিস্তারিত জেনে নেই জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট সম্পর্কে-,http://www.neurogenbd.com/2018/02/26/genetic-risk-assessment-test/,"['February 26, 2018']",2020-09-21,www.neurogenbd.com
3,জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট কি? কেন করবেন? কোথায় করবেন?,"জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট হচ্ছে এমন একটি টেস্ট, যার সাহায্যে অতি সহজেই জিনগত মিউটেশন সনাক্ত করনের মাধ্যমে বিভিন্ন জটিল ধরণের অসুখ হওয়ার সম্ভাবনা নিরুপন করা যায়। সাম্প্রতিক এক গবেষণায় দেখা গেছে যে, এই টেস্টের সাহায্যে জিনোম এর প্রায় ৬ লক্ষ পয়েন্টে চেক করা হয়, যার ফলে জিনের প্রায় ২৪,০০০ ধরণের ব্যাড মিউটেশন সনাক্ত করা সম্ভব। অর্থাৎ, এই টেস্টের দ্বারা প্রায় ২৪ হাজার রোগের সম্ভাবনা নির্ণয় করা যায়। এর মধ্যে বিভিন্ন ধরণের ক্যান্সার, হৃদরোগ থেকে শুরু করে নিউরো-ডিজেনারাটিভ ডিজিসসহ আরও ভয়ংকর সব প্রাণঘাতী অসুখ রয়েছে।",http://www.neurogenbd.com/2018/02/26/genetic-risk-assessment-test/,"['February 26, 2018']",2020-09-21,www.neurogenbd.com
4,জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট কি? কেন করবেন? কোথায় করবেন?,"সাধারণত থুতু থেকে প্রাপ্ত ডিএনএ থেকে জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট এর মাধ্যমে হাজারো ভিন্ন ভিন্ন জিন সম্বন্ধে জানা যায় যা বিভিন্ন ক্যান্সারসহ বিভিন্ন রোগের লক্ষণ সম্পর্কে উক্ত টেস্টকারীকে জানাতে সাহায্য করে। সাম্প্রতিক এক গবেষণায় দেখা গেছে যে, এই টেস্টের সাহায্যে জিনোম এর প্রায় ৬ লক্ষ পয়েন্টে চেক করা হয়, যার ফলে জিনের প্রায় ২৪,০০০ ধরণের ব্যাড মিউটেশন সনাক্ত করা সম্ভব। অর্থাৎ, এই টেস্টের দ্বারা প্রায় ২৪ হাজার রোগের সম্ভাবনা নির্ণয় করা যায়। এসব টেস্টের মাধ্যমে টেস্টকারীর হরমোনগত, জিনগত বা বংশগত কোন রোগ হবার সম্ভাবনা আদৌ আছে কি না (যেমন হেরেডিটারি হেমোক্রোমাটোসিস বা হেরেডিটারি থ্রম্বোফিলিয়া) সেটা সম্বন্ধেও জানা যায়। এসব টেস্ট থেকে প্রাপ্ত ফলাফল নিয়ে পরবর্তীতে উক্ত টেস্টকারী নিজের জীবনের রুটিন বা অভ্যাসগুলোকে প্রয়োজনমত বদলাতে পারেন।",http://www.neurogenbd.com/2018/02/26/genetic-risk-assessment-test/,"['February 26, 2018']",2020-09-21,www.neurogenbd.com
5,জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট কি? কেন করবেন? কোথায় করবেন?,"পুর্বেই বলেছি, জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্টের সাহায্যে যেকোনো ব্যাক্তির শরীরের জেনেটিক রিস্ক ফ্যাক্টরগুলো সনাক্ত করা সম্ভব। এই একটা টেস্ট করালে আপনি অনেক আগে থেকেই জানতে পারছেন আপনার প্রায় ২৪,০০০ রোগের মধ্যে একটিও হবার সম্ভাবনা আছে কি না। আগে থেকেই তখন আপনি আপনার ডাক্তারের সহযোগিতায় প্রয়োজনীয় ব্যবস্থা গ্রহণ করে বাকীজীবন কাটাতে পারছেন কোন চিন্তা ছাড়াই। তাই এই টেস্ট করাতে ভয়ের কিছু নেই, বরং এই টেস্টের মাধ্যমেই আপনি আপনার পরবর্তী জীবনে কিভাবে মারাত্মক সব প্রাণঘাতী রোগমুক্ত হয়ে থাকতে পারবেন সেটা বুঝতে পারবেন। আশা করা যাচ্ছে, বাংলাদেশে রিস্ক অ্যাসেসমেন্ট জেনেটিক টেস্ট প্রবর্তনের জন্য নিউরোজেনের এই যুগান্তকারী পদক্ষেপ এই ক্ষেত্রে ভালো ভূমিকা রাখতে সক্ষম হবে।",http://www.neurogenbd.com/2018/02/26/genetic-risk-assessment-test/,"['February 26, 2018']",2020-09-21,www.neurogenbd.com
6,জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট কি? কেন করবেন? কোথায় করবেন?,"প্রযুক্তিগত উন্নয়নের কারণে এখন এই জেনেটিক অ্যাসেসমেন্ট টেস্ট থেকে ব্যক্তিগত জিনোমিক ইনফরমেশানও পাওয়া যায়, যার মাধ্যমে বিভিন্ন ধরণের জিনগত তথ্যাদি পাওয়া যায়। বিভিন্ন স্বাস্থ্যসেবা প্রদানকারী সংগঠনের তাই এইসব টেস্ট সম্পর্কে অবগত থাকা উচিত কেননা আজকাল স্বাস্থ্যসচেতন মানুষেরা আস্তে আস্তে এসব টেস্টের গুরুত্ব সম্পর্কে বুঝতে পেরেছেন, আর যারা নিজস্ব ঐসব স্বাস্থ্যসেবা প্রদানকারী প্রতিষ্ঠানের দক্ষতা সম্পর্কে সন্তুষ্ট নন তারা চাইলে অনায়াসে নিজে নিজেই এই জেনেটিক অ্যাসেসমেন্ট টেস্টের ব্যক্তিগত জিনোমিক ইনফরমেশান পরীক্ষাটাও করাতে পারেন। কারণ অনেকেই এসব স্বাস্থ্য পরিসেবা দেওয়া প্রতিষ্ঠান কর্তৃক প্রদত্ত ফলাফল ও তাঁদের যোগ্যতা সম্পর্কে এর মধ্যেই প্রশ্ন তুলেছেন, ২০১৬ সালে নেওয়া একটা জরিপে এরকম তথ্যই উঠে এসেছে।",http://www.neurogenbd.com/2018/02/26/genetic-risk-assessment-test/,"['February 26, 2018']",2020-09-21,www.neurogenbd.com
7,জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট কি? কেন করবেন? কোথায় করবেন?,"কে, কখন, কীভাবে, কোন রোগে আক্রান্ত হবে তা কেউ জানে না। টেস্ট করা ব্যতিত আপনার পক্ষে কখনোই নিশ্চিত করে বলা সম্ভব নয় যে ভবিষ্যতে আপনি কোন ধরণের জটিল অসুখে আক্রান্ত হবেন না। তাই আমাদের প্রত্যেকের জন্য জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট প্রযোজ্য। অনেকের ধারণা যাদের বংশগত ভাবে ক্যান্সার কিংবা জটিল ধরণের অসুখ হওয়ার প্রবণতা আছে, তাদের জন্য এই টেস্ট। আসলে তা নয়। এই একটি টেস্টের সাহায্যে যেকোনো ব্যাক্তির শরীরের জেনেটিক রিস্ক ফ্যাক্টরগুলো সনাক্ত করা সম্ভব। এই একটা টেস্ট করালে আপনি অনেক আগে থেকেই জানতে পারছেন আপনার প্রায় ২৪,০০০ রোগের মধ্যে একটিও হবার সম্ভাবনা আছে কি না। তবে যদি কারো বংশগতভাবে ক্যান্সার, হৃদরোগ, নিউরোজনিত রোগ সহ জটিল ধরণের কোন রোগ হওয়ার প্রবণতা থেকে থাকে, তাহলে তার জন্য জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট করাটা অবশ্য কর্তব্ব্য।",http://www.neurogenbd.com/2018/02/26/genetic-risk-assessment-test/,"['February 26, 2018']",2020-09-21,www.neurogenbd.com
8,জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট কি? কেন করবেন? কোথায় করবেন?,"বাংলাদেশে জেনেটিক সায়েন্সের অগ্রগতিতে ভূমিকা রাখা প্রতিষ্ঠান- নিউরোজেন বাংলাদেশে প্রথমবারের মতো নিয়ে এসেছে জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট করার সুবিধা। নিউরজেনের আছে উন্নতমানের মেডিক্যাল প্রযুক্তি, যার সাহায্যে সফলভাবে এই টেস্ট করা সম্ভব। এই একটি সিঙ্গেল টেস্ট দ্বারা সব ধরণের জেনেটিক মিউটেশন নিরুপন করা সম্ভব। শুধু তাই নয়, আমাদের আছে একদল বিশ্বমানের জিনেটিক সায়েন্টিস্ট, যারা যেকোনো জেনেটিক সমস্যা নির্ণয় ও সমাধানে আপনাকে দিতে পারে সেরা সেবা।",http://www.neurogenbd.com/2018/02/26/genetic-risk-assessment-test/,"['February 26, 2018']",2020-09-21,www.neurogenbd.com
9,জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট কি? কেন করবেন? কোথায় করবেন?,"মনে রাখবেন, জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্টের সাহায্যে যেকোনো রোগের উপসর্গ প্রাথমিক অবস্থাতেই নির্ণয় করা সম্ভব। এবং জিনগত ত্রুটি সংশোধনের মাধ্যমে এই জাতীয় রোগ থেকে মুক্তি লাভ করা যায়। এই ব্যাপারে সাহায্য করতে নিউরোজেন সব সময় আছে আপনার পাশে। আপনার যেকোনো জিনগত সমস্যায় জেনেটিক টেস্টিং এবং কাউন্সেলিং এর প্রয়োজনে কথা বলার জন্য আজই নিউরোজেন এর বিশেষজ্ঞদের ",http://www.neurogenbd.com/2018/02/26/genetic-risk-assessment-test/,"['February 26, 2018']",2020-09-21,www.neurogenbd.com
